alpha,beta,seed,mode,mean_w,max_w,mean_rel_l2,max_rel_l2,mean_mass_deviation,stage1_time_s,ic_warmup_s,score_warmup_s,physics_s,stage2_total_s,end_to_end_time_s
1.5,0.5,123,transformed_u,0.2139449236741656,0.30326417418096896,0.11671142860255856,0.15124233345580865,0.07837110430966307,42.91968890000135,2.545849099988118,15.947651499998756,214.83932279993314,233.33282339992002,276.25251229992136
