alpha,seed,time,L2_error_normalized,rel_L2_normalized,Linf_error_normalized,Wasserstein_normalized,raw_mass_in_domain,exact_mass_in_domain,abs_in_domain_mass_error,tail_start,tail_rel_L2_normalized,tail_mass_normalized_pred,tail_mass_normalized_exact,tail_mass_abs_error_normalized
1.75,2024,0.0,2.9868321222602965e-08,5.6235851897519185e-08,4.0651735450092374e-08,6.267202220898641e-09,1.000000020527169,0.9999999980268248,2.2500344254439142e-08,4.0,6.959959767185611e-07,6.334049520901923e-05,6.334051138896079e-05,1.617994155539773e-11
1.75,2024,0.25,0.004615756985897352,0.00914799696087775,0.0031575238249564735,0.012475724629408522,1.0000327495215924,0.997595699447863,0.0024370500737294076,4.0,0.7591030103481671,0.0006571877799148461,0.0034455123428401655,0.002788324562925319
1.75,2024,0.5,0.004293995136233893,0.008835981523039296,0.0038378423368734538,0.01641034396763801,1.000142822634607,0.9955866013183566,0.004556221316250331,4.0,0.5183279078263023,0.0028013564958409205,0.006515174143390665,0.0037138176475497446
1.75,2024,0.75,0.014793935246606944,0.03131156243249649,0.01379758437783496,0.03574330219574323,1.0000332796542595,0.9939175464093909,0.006115733244868582,4.0,0.2705690479888337,0.006483519775310538,0.009224636996244368,0.0027411172209338298
