method,alpha,seed,mean_W1_positive_times,max_W1_positive_times,mean_rel_L2_positive_times,mean_abs_in_domain_mass_error_positive_times,mean_tail_rel_L2_positive_times,data_time_s,ordinary_score_time_s,fractional_score_time_s,ll_time_s,optimization_time_s,total_time_s,peak_cuda_memory_mb,ordinary_score_params,fractional_score_params,ll_params,total_params
Score-fPINN,1.75,123,0.031083455328235986,0.03854038625610583,0.044295852488526764,0.004214349907702197,0.49581051526112335,0.08068519993685186,27.471433899947442,47.65311039995868,41.08658080000896,116.21112509991508,116.29181029985193,25.138671875,33537,33537,33537,100611
