alpha,beta,seed,mode,time,wasserstein,rel_l2,linf,raw_mass_interior,raw_mass_asymptotic,mass_deviation,mc_inside_fraction,mc_outside_fraction
1.5,0.5,42,transformed_u,0.25,0.14993132373547496,0.10281335841842308,0.0641354330416416,0.9620497594677725,0.9620497594677733,0.03795024053222673,0.9962,0.0038000000000000256
1.5,0.5,42,transformed_u,0.5,0.18806357805892032,0.10932774100458047,0.056815899678945125,0.9526817463465805,0.9526818110913957,0.047318188908604286,0.9921666666666666,0.007833333333333359
1.5,0.5,42,transformed_u,0.75,0.13160822873288525,0.07310066746391165,0.03775798138844766,0.9663217154511952,0.9671121392424299,0.03288786075757011,0.9888666666666667,0.011133333333333328
1.5,0.5,42,transformed_u,1.0,0.09772681078159023,0.04150278462186237,0.017245841034871867,1.007633119871219,1.06437698011597,0.06437698011596993,0.9877333333333334,0.012266666666666648
