method,alpha,seed,mean_W1_positive_times,max_W1_positive_times,mean_rel_L2_positive_times,mean_abs_in_domain_mass_error_positive_times,mean_tail_rel_L2_positive_times,data_time_s,ordinary_score_time_s,fractional_score_time_s,ll_time_s,optimization_time_s,total_time_s,peak_cuda_memory_mb,ordinary_score_params,fractional_score_params,ll_params,total_params
Score-fPINN,1.75,42,0.031225685703180604,0.04379350876369845,0.014900829329387818,0.005458327513864436,0.6052827931129318,0.09219300001859665,25.597434399998747,47.7865354999667,41.36649960000068,114.75046949996613,114.84266249998473,25.138671875,33537,33537,33537,100611
