n_alpha_time_cases,mean_exterior_rel_l1,max_exterior_rel_l1,mean_exterior_rel_l2,max_exterior_rel_l2,mean_exterior_mass_abs_error_total_probability,max_exterior_mass_abs_error_total_probability,mean_gl_rel_l2_full,max_gl_rel_l2_full,mean_gl_rel_l2_boundary_4_lt_absx_le_6,max_gl_rel_l2_boundary_4_lt_absx_le_6
12,0.0895782996020336,0.1235550318078092,0.07856463806132565,0.10652190120303327,0.00044179147981596254,0.0008754011937591663,0.00031008619608565905,0.0005236377731990187,0.006030650834518866,0.010661474217408342
