time,L1_error_SBPINN,L2_error_SBPINN,relative_L2_error_SBPINN,mass_SBPINN,mass_deviation_from_reference_SBPINN,negative_mass_SBPINN,minimum_density_SBPINN,maximum_density_SBPINN,conditional_L1_error_SBPINN,conditional_L2_error_SBPINN,conditional_relative_L2_error_SBPINN,Hellinger_distance_SBPINN,Jensen_Shannon_divergence_SBPINN,mean_sliced_W_SBPINN,median_sliced_W_SBPINN,max_sliced_W_SBPINN,model_survival_mass,reference_survival_mass,survival_mass_absolute_error_SBPINN,L1_error_FEM,L2_error_FEM,relative_L2_error_FEM,mass_FEM,mass_deviation_from_reference_FEM,negative_mass_FEM,minimum_density_FEM,maximum_density_FEM,conditional_L1_error_FEM,conditional_L2_error_FEM,conditional_relative_L2_error_FEM,Hellinger_distance_FEM,Jensen_Shannon_divergence_FEM,mean_sliced_W_FEM,median_sliced_W_FEM,max_sliced_W_FEM,survival_mass_absolute_error_FEM
0.05,0.09935214673274123,0.22870776885423547,0.09353122820733888,0.9533996582031252,0.000287835448109508,0.0,0.00037685367853718035,20.921323109286295,0.10414631853510108,0.2395843066242653,0.09344158034285713,0.062130141204292846,0.0038030564216906767,0.004839359223382831,0.005213677587769718,0.0063664198970423335,0.953399658203125,0.9536874936512347,0.00028783544810973005,0.16101157848396386,0.5669011427878579,0.23183716243100586,0.9624890230502013,0.008801529398966612,0.0,3.224600472164064e-05,33.751834687870634,0.16650549623798278,0.5749322815464059,0.22423247054354256,0.07640122105526681,0.005810311332223938,0.005749906807203955,0.005545250418149638,0.007491462057513521,0.008801529398966612
0.1,0.11289140285572956,0.285370375083421,0.14942399978299578,0.869049072265625,0.0021194791621619302,0.0,0.00029437330546403765,15.029908196667757,0.12975269612283785,0.32672811244483735,0.14831388229235182,0.0679191991605675,0.004581917808184651,0.007695585096481998,0.007700715058569166,0.010531688845347036,0.869049072265625,0.8669295931034631,0.0021194791621619302,0.16723433387654563,0.5171386405534099,0.2707811702291894,0.8982589064982172,0.03132931339475409,0.0,4.469035971526702e-05,21.383136831681412,0.18143309183511602,0.5332637400601407,0.24206798423999132,0.08091621710406605,0.006524944798804538,0.007057668240765941,0.007437826102839175,0.009009545182434884,0.03132931339475409
0.2,0.059619767556049016,0.13953006822748304,0.09466564964319389,0.63116455078125,0.0033366984394491706,0.0,0.00018949052453611173,10.886625285995112,0.09420758279081956,0.21945572636408553,0.09347858052300648,0.04630263653462816,0.002135277554109468,0.0032703459687739994,0.0031400084893624626,0.005376119247856741,0.63116455078125,0.6278278523418008,0.0033366984394491706,0.15350145650832384,0.5089295369101235,0.3452886237800684,0.6917940806174787,0.06396622827567788,0.0,5.678824205416728e-05,13.632408254936514,0.2140692628236224,0.6334707895458731,0.2698309640428104,0.0968986137014555,0.009330987274880338,0.011597838407112223,0.010711260663031538,0.017993117937064866,0.06396622827567788
0.3,0.06112201180436287,0.12579394904569544,0.10771274021210638,0.454498291015625,0.0060956945379512795,0.0,0.00014471138771090527,9.139663795138242,0.13791209324595582,0.28785936789852035,0.11052380029810095,0.07837018452824848,0.0060605916208417475,0.01617495235576036,0.01694849979702652,0.024862842829096187,0.454498291015625,0.4484025964776737,0.0060956945379512795,0.11745672161885694,0.4110892201052576,0.35200060658808163,0.5029498660198071,0.05454726954213335,0.0,2.408568030307451e-05,13.282615785101024,0.22308359540877565,0.6736972160181566,0.2586665047872498,0.09923200228121844,0.009781782682938535,0.011263814459918637,0.01063628353746382,0.01629408962405343,0.05454726954213335
