alpha,seed,time,L2_error_normalized,rel_L2_normalized,Linf_error_normalized,Wasserstein_normalized,raw_mass_in_domain,exact_mass_in_domain,abs_in_domain_mass_error,tail_start,tail_rel_L2_normalized,tail_mass_normalized_pred,tail_mass_normalized_exact,tail_mass_abs_error_normalized
1.75,42,0.0,2.9868321222602965e-08,5.6235851897519185e-08,4.0651735450092374e-08,6.267202220898641e-09,1.000000020527169,0.9999999980268248,2.2500344254439142e-08,4.0,6.959959767185611e-07,6.334049520901923e-05,6.334051138896079e-05,1.617994155539773e-11
1.75,42,0.25,0.002937831061526254,0.005822505323509701,0.0013838432719858185,0.015214577084443275,1.0004486247529716,0.997595699447863,0.002852925305108611,4.0,0.7394303745905603,0.000720873146743808,0.0034455123428401655,0.0027246391960963575
1.75,42,0.5,0.008080597779454345,0.016627874603741006,0.005729334298839761,0.03466897126140009,1.0012937118026397,0.9955866013183566,0.005707110484283073,4.0,0.5738073013254733,0.002460918510895001,0.006515174143390665,0.004054255632495664
1.75,42,0.75,0.010513568157556698,0.022252108060912747,0.007850034381088888,0.04379350876369845,1.0017324931615925,0.9939175464093909,0.007814946752201624,4.0,0.5026107034227617,0.004278970992535564,0.009224636996244368,0.004945666003708804
