alpha,beta,seed,mode,mean_w,max_w,mean_rel_l2,max_rel_l2,mean_mass_deviation,stage1_time_s,ic_warmup_s,score_warmup_s,physics_s,stage2_total_s,end_to_end_time_s
1.5,1.0,42,transformed_u,0.22977712660022032,0.26566340842911285,0.1289275738336052,0.15908481894699414,0.06775513241483999,41.408511899993755,2.3140449000056833,16.513809800031595,215.95102250005584,234.77887720009312,276.1873891000869
