alpha,beta,seed,mode,mean_w,max_w,mean_rel_l2,max_rel_l2,mean_mass_deviation,stage1_time_s,ic_warmup_s,score_warmup_s,physics_s,stage2_total_s,end_to_end_time_s
1.5,0.5,2024,transformed_u,0.1705923774126399,0.2106894466637646,0.09375951839367966,0.1217305645593642,0.05349999299576852,41.05829289997928,2.4658231999492273,16.104026300017722,216.23291420005262,234.80276370001957,275.86105659999885
