method,n,final_mean_w_mean,final_mean_w_std,final_max_w_mean,final_max_w_std,mass_dev_mean,mass_dev_std,total_time_mean,total_time_std,gl_calls_mean,gl_calls_std,target_success_n,target_time_mean,target_time_std,target_gl_mean,target_gl_std
homotopy,5,0.023983816265645424,0.009082570944781498,0.026470887228469513,0.010607503434287152,0.0027373081039624514,0.002530902085776751,228.60882819963155,2.5628350895849312,4000.0,0.0,5,74.40413892052602,23.4498928621059,420.0,521.5361924162119
no_score,5,0.09577562094132139,0.004834605153280481,0.12837678807916159,0.008193742591244346,0.0028228314579719677,0.00026053619017264354,168.32789572041946,1.3012619477700136,4000.0,0.0,0,nan,nan,nan,nan
