method,alpha,seed,mean_W1_positive_times,max_W1_positive_times,mean_rel_L2_positive_times,mean_abs_in_domain_mass_error_positive_times,mean_tail_rel_L2_positive_times,data_time_s,ordinary_score_time_s,fractional_score_time_s,ll_time_s,optimization_time_s,total_time_s,peak_cuda_memory_mb,ordinary_score_params,fractional_score_params,ll_params,total_params
Score-fPINN,1.75,2024,0.02154312359759659,0.03574330219574323,0.016431846972137846,0.004369668211616107,0.515999988721101,0.0759460999397561,26.323075799969956,48.72929779998958,42.0985168000916,117.15089040005114,117.2268364999909,25.138671875,33537,33537,33537,100611
