alpha,beta,seed,mode,time,wasserstein,rel_l2,linf,raw_mass_interior,raw_mass_asymptotic,mass_deviation,mc_inside_fraction,mc_outside_fraction
1.5,1.0,42,transformed_u,0.25,0.2053696149404004,0.14214095220740222,0.08933857920675647,0.9672823177961858,0.9672823177961862,0.03271768220381377,0.9953666666666666,0.004633333333333378
1.5,1.0,42,transformed_u,0.5,0.2591538952604713,0.15908481894699414,0.08408850491910724,0.938712934995004,0.938713010468967,0.061286989531032954,0.9901666666666666,0.00983333333333336
1.5,1.0,42,transformed_u,0.75,0.18892158777089674,0.1230376042561787,0.05942316145209248,0.925276076685728,0.9260958185892217,0.07390418141077826,0.9862666666666666,0.013733333333333375
1.5,1.0,42,transformed_u,1.0,0.26566340842911285,0.09144691992384574,0.0277036702459328,0.9953262032464976,1.103111676513735,0.10311167651373498,0.9846333333333334,0.01536666666666664
