alpha,beta,seed,mode,mean_w,max_w,mean_rel_l2,max_rel_l2,mean_mass_deviation,stage1_time_s,ic_warmup_s,score_warmup_s,physics_s,stage2_total_s,end_to_end_time_s
1.5,0.5,42,transformed_u,0.1418324853272177,0.18806357805892032,0.08168613787719439,0.10932774100458047,0.045633317578592764,43.983363699982874,2.539344600052573,16.005672300001606,214.82866009999998,233.37367700005416,277.35704070003703
